Id,Brands,Model,Engines,Engine_capacity_in_cc,HorsePower_in_HP,HorsePower_in_HP_2,Max_speed_in_km/h,Time_to_100kmph_sec,Price_Min,Price_Max,Seats,Torque_in_Nm,Torque_in_Nm_2,Fuel_1,Fuel_2,Fuel_3
453,Nissan,Titan XD,5.6L V8,"5,552",0,0,195.000,6.900,"55,000.000","55,000.000",6,560,560,Petrol,NA,NA
454,Nissan,Evalia,1.5L Inline-4 Diesel,"1,461",0,0,140.000,15.000,"25,000.000","25,000.000",7,200,200,Diesel,NA,NA
455,Nissan,Cabstar,2.5L Inline-4 Diesel,"2,488",0,0,145.000,14.800,"27,000.000","27,000.000",3,350,350,Diesel,NA,NA
456,Nissan,Cherry,1.4L Inline-4,"1,397",0,0,145.000,14.000,"14,000.000","14,000.000",5,110,110,Petrol,NA,NA
457,Nissan,Laurel,2.8L Inline-6 Diesel,"2,825",0,0,160.000,12.500,"22,000.000","22,000.000",5,184,184,Diesel,NA,NA
458,Nissan,Silvia,2.0L Turbo Inline-4,"1,998",0,0,235.000,5.900,"45,000.000","45,000.000",4,275,275,Petrol,NA,NA
459,Nissan,NX Coupe,2.0L Inline-4,"1,998",0,0,200.000,9.000,"22,000.000","22,000.000",4,180,180,Petrol,NA,NA
460,Nissan,AD Wagon,1.5L Inline-4,"1,498",0,0,165.000,12.300,"16,000.000","16,000.000",5,150,150,Petrol,NA,NA
461,Nissan,Patrol Super Safari Y61,4.8L Inline-6,"4,750",0,0,190.000,8.200,"58,000.000","58,000.000",7,451,451,Petrol,NA,NA
462,Nissan,Pathfinder Rock Creek Edition,3.5L V6,"3,498",0,0,195.000,7.200,"44,000.000","44,000.000",7,351,351,Petrol,NA,NA
463,Nissan,Terrano II,2.7L Inline-4 Diesel,"2,664",0,0,160.000,12.900,"28,000.000","28,000.000",5,278,278,Diesel,NA,NA
464,Nissan,Murano CrossCabriolet,3.5L V6,"3,498",0,0,195.000,7.600,"47,000.000","47,000.000",4,325,325,Petrol,NA,NA
465,Nissan,X-Trail Tekna,1.5L Turbo Hybrid,"1,497",0,0,190.000,8.000,"43,000.000","43,000.000",5,305,305,Hybrid,NA,NA
466,Nissan,GT-R LM NISMO,3.0L Twin-Turbo V6 Hybrid,"3,000",0,0,320.000,3.000,"600,000.000","600,000.000",2,650,650,Hybrid,NA,NA
467,Nissan,Skyline 400R,3.0L Twin-Turbo V6,"2,997",0,0,250.000,4.500,"70,000.000","70,000.000",5,475,475,Petrol,NA,NA
468,Nissan,Infiniti G37*,3.7L V6,"3,696",0,0,250.000,5.500,"42,000.000","42,000.000",5,365,365,Petrol,NA,NA
469,Nissan,Patrol Black Edition,5.6L V8,"5,552",0,0,200.000,6.500,"85,000.000","85,000.000",7,560,560,Petrol,NA,NA
470,Nissan,Ariya Empower+,Dual Electric Motors,0,0,0,200.000,5.100,"68,000.000","68,000.000",5,600,600,Electric,NA,NA
471,Nissan,Datsun 510 (Classic),1.6L Inline-4,"1,595",0,0,175.000,10.200,"25,000.000","25,000.000",4,135,135,Petrol,NA,NA
472,Nissan,200SX,2.0L Turbo Inline-4,"1,998",0,0,240.000,7.200,"30,000.000","30,000.000",4,265,265,Petrol,NA,NA
473,Nissan,300ZX,3.0L Twin-Turbo V6,"2,960",0,0,250.000,5.900,"50,000.000","50,000.000",4,384,384,Petrol,NA,NA
474,Nissan,R390 GT1 Road Car,3.5L Twin-Turbo V8,"3,495",0,0,354.000,3.300,"1,000,000.000","1,000,000.000",2,637,637,Petrol,NA,NA
475,Nissan,Figaro,1.0L Turbo Inline-4,987,0,0,170.000,12.800,"20,000.000","20,000.000",4,103,103,Petrol,NA,NA
476,Nissan,Hardbody Truck,2.4L Inline-4,"2,389",0,0,160.000,10.600,"25,000.000","25,000.000",5,206,206,Petrol,NA,NA
477,Nissan,Atlas,3.0L Inline-4 Diesel,"2,999",0,0,130.000,18.000,"35,000.000","35,000.000",3,300,300,Diesel,NA,NA
478,Nissan,Clipper,660cc Inline-3,659,0,0,110.000,18.500,"10,000.000","10,000.000",4,62,62,Petrol,NA,NA
479,Nissan,NV200,2.0L Inline-4,"1,998",0,0,140.000,14.000,"28,000.000","28,000.000",7,188,188,Petrol,NA,NA
480,Nissan,Violet,1.8L Inline-4,"1,770",0,0,155.000,13.800,"18,000.000","18,000.000",5,130,130,Petrol,NA,NA
481,Nissan,Bluebird Z,2.0L Inline-4,"1,998",0,0,190.000,11.000,"23,000.000","23,000.000",5,180,180,Petrol,NA,NA
482,Nissan,Stanza Wagon,2.4L Inline-4,"2,389",0,0,160.000,12.000,"22,000.000","22,000.000",7,205,205,Petrol,NA,NA
483,Nissan,180SX,2.0L Turbo Inline-4,"1,998",0,0,240.000,6.800,"35,000.000","35,000.000",4,275,275,Petrol,NA,NA
484,Nissan,Sunny California,1.6L Inline-4,"1,597",0,0,170.000,11.000,"18,000.000","18,000.000",5,140,140,Petrol,NA,NA
485,Nissan,Patrol Warrior,5.6L V8,"5,552",0,0,205.000,6.300,"95,000.000","95,000.000",7,580,580,Petrol,NA,NA
486,Nissan,Pathfinder Armada Platinum,5.6L V8,"5,552",0,0,190.000,6.800,"70,000.000","70,000.000",7,560,560,Petrol,NA,NA
487,Nissan,Rogue Sport SL,2.0L Inline-4,"1,998",0,0,190.000,9.000,"32,000.000","32,000.000",5,195,195,Petrol,NA,NA
488,Nissan,X-Trail Platinum Edition,1.5L Turbo Hybrid,"1,497",0,0,190.000,8.000,"46,000.000","46,000.000",5,305,305,Hybrid,NA,NA
489,Nissan,Qashqai e-Power,1.5L Hybrid,"1,497",0,0,200.000,7.500,"40,000.000","40,000.000",5,330,330,Hybrid,NA,NA
490,Nissan,GT-R Egoist,3.8L Twin-Turbo V6,"3,799",0,0,315.000,2.800,"220,000.000","220,000.000",2,637,637,Petrol,NA,NA
491,Nissan,Infiniti M45*,4.5L V8,"4,494",0,0,250.000,5.800,"50,000.000","50,000.000",5,451,451,Petrol,NA,NA
492,Nissan,Skyline 50th Anniversary,3.0L Twin-Turbo V6,"2,997",0,0,250.000,4.500,"75,000.000","75,000.000",5,475,475,Petrol,NA,NA
493,Nissan,Ariya Dual Motor AWD,Dual Electric Motors,0,0,0,200.000,5.100,"70,000.000","70,000.000",5,600,600,Electric,NA,NA
494,Nissan,Patrol Legend Edition,5.6L V8,"5,552",0,0,205.000,6.300,"95,000.000","95,000.000",7,580,580,Petrol,NA,NA
495,Nissan,Datsun 240Z (Classic),2.4L Inline-6,"2,393",0,0,210.000,8.000,"45,000.000","45,000.000",2,198,198,Petrol,NA,NA
496,Nissan,100NX,1.6L Inline-4,"1,597",0,0,185.000,9.600,"18,000.000","18,000.000",4,135,135,Petrol,NA,NA
497,Nissan,Cedric Special Edition,3.0L V6,"2,960",0,0,225.000,8.500,"60,000.000","60,000.000",5,330,330,Petrol,NA,NA
498,Nissan,300ZX Turbo,3.0L Twin-Turbo V6,"2,960",0,0,250.000,5.900,"55,000.000","55,000.000",4,384,384,Petrol,NA,NA
499,Nissan,Silvia S15 Spec-R,2.0L Turbo Inline-4,"1,998",0,0,240.000,5.600,"35,000.000","35,000.000",4,300,300,Petrol,NA,NA
500,Nissan,NV400,2.3L Inline-4 Diesel,"2,298",0,0,150.000,15.000,"40,000.000","40,000.000",3,360,360,Diesel,NA,NA
501,Nissan,Titan Warrior,5.6L V8,"5,552",0,0,180.000,7.000,"55,000.000","55,000.000",5,560,560,Petrol,NA,NA
502,Nissan,Caravan Coach,2.5L Inline-4 Diesel,"2,498",0,0,140.000,14.000,"30,000.000","30,000.000",7,260,260,Diesel,NA,NA
503,Nissan,Serena e-Power,1.2L Hybrid,"1,198",0,0,160.000,12.000,"35,000.000","35,000.000",7,320,320,Hybrid,NA,NA
504,Nissan,Elgrand,3.5L V6,"3,498",0,0,200.000,8.500,"50,000.000","50,000.000",7,344,344,Petrol,NA,NA
505,Nissan,Datsun 510,1.6L Inline-4,"1,595",0,0,175.000,10.200,"25,000.000","25,000.000",4,135,135,Petrol,NA,NA
506,Nissan,Prairie,2.0L Inline-4,"1,998",0,0,175.000,11.000,"18,000.000","18,000.000",5,170,170,Petrol,NA,NA
507,Nissan,Pulsar GTI-R,2.0L Turbo Inline-4,"1,998",0,0,225.000,6.000,"30,000.000","30,000.000",5,280,280,Petrol,NA,NA
508,Nissan,Almera Tino,1.8L Inline-4,"1,769",0,0,180.000,12.500,"15,000.000","15,000.000",5,160,160,Petrol,NA,NA
509,Nissan,Lucino,1.6L Inline-4,"1,597",0,0,185.000,10.500,"12,000.000","12,000.000",5,150,150,Petrol,NA,NA
510,Nissan,Rasheen,1.5L Inline-4,"1,497",0,0,165.000,13.000,"10,000.000","10,000.000",5,135,135,Petrol,NA,NA
511,Nissan,Mistral,2.7L Turbo Diesel,"2,663",0,0,160.000,12.500,"25,000.000","25,000.000",7,260,260,Diesel,NA,NA
512,Nissan,Patrol Y60,4.2L Inline-6,"4,169",0,0,160.000,12.000,"45,000.000","45,000.000",7,330,330,Diesel,NA,NA
513,Nissan,X-Trail GT,2.0L Turbo Inline-4,"1,998",0,0,215.000,6.400,"38,000.000","38,000.000",5,310,310,Petrol,NA,NA
514,Nissan,Terrano Regulus,3.3L V6,"3,275",0,0,175.000,10.000,"28,000.000","28,000.000",5,290,290,Petrol,NA,NA
515,Nissan,President,4.5L V8,"4,494",0,0,210.000,7.500,"70,000.000","70,000.000",5,400,400,Petrol,NA,NA
516,Nissan,Cima,4.1L V8,"4,130",0,0,210.000,8.000,"60,000.000","60,000.000",5,390,390,Petrol,NA,NA
517,Nissan,Leopard J. Ferie,3.0L V6 Turbo,"2,960",0,0,215.000,6.500,"45,000.000","45,000.000",5,340,340,Petrol,NA,NA
518,Nissan,Gloria Gran Turismo,3.0L V6 Turbo,"2,960",0,0,220.000,6.500,"50,000.000","50,000.000",5,340,340,Petrol,NA,NA
519,Nissan,Infiniti Q45*,4.5L V8,"4,494",0,0,240.000,6.200,"50,000.000","50,000.000",5,450,450,Petrol,NA,NA
520,Nissan,Datsun 240Z,2.4L Inline-6,"2,393",0,0,210.000,8.000,"45,000.000","45,000.000",2,198,198,Petrol,NA,NA
521,Nissan,280ZX,2.8L Inline-6,"2,753",0,0,205.000,9.500,"35,000.000","35,000.000",2,210,210,Petrol,NA,NA
522,Nissan,Silvia S13,1.8L Turbo Inline-4,"1,809",0,0,215.000,6.800,"20,000.000","20,000.000",4,230,230,Petrol,NA,NA
523,Nissan,200SX,2.0L Turbo Inline-4,"1,998",0,0,225.000,7.000,"25,000.000","25,000.000",4,260,260,Petrol,NA,NA
524,Nissan,NX Coupe,1.8L Inline-4,"1,839",0,0,200.000,9.000,"18,000.000","18,000.000",4,180,180,Petrol,NA,NA
525,Nissan,NV2500,4.0L V6,"3,954",0,0,160.000,10.000,"36,000.000","36,000.000",2,385,385,Petrol,NA,NA
526,Nissan,NV3500,5.6L V8,"5,552",0,0,170.000,9.000,"42,000.000","42,000.000",2,525,525,Petrol,NA,NA
527,Nissan,NT400 Cabstar,3.0L Inline-4 Diesel,"2,953",0,0,140.000,15.000,"35,000.000","35,000.000",3,350,350,Diesel,NA,NA
528,Porsche,Panamera,2.9L V6 Twin Turbo,"2,894",0,0,270.000,5.600,"88,000.000","88,000.000",4,450,450,Petrol,NA,NA
529,Porsche,Panamera 4,2.9L V6 Twin Turbo,"2,894",0,0,270.000,5.400,"92,000.000","92,000.000",4,450,450,Petrol,NA,NA
530,Porsche,Panamera 4S,2.9L V6 Twin Turbo,"2,894",0,0,289.000,4.400,"105,000.000","105,000.000",4,550,550,Petrol,NA,NA
531,Porsche,Panamera Turbo S,4.0L V8 Twin Turbo,"3,996",0,0,315.000,3.100,"180,000.000","180,000.000",4,820,820,Petrol,NA,NA
532,Porsche,Panamera GTS,4.0L V8 Twin Turbo,"3,996",0,0,300.000,3.900,"130,000.000","130,000.000",4,620,620,Petrol,NA,NA
533,Porsche,Panamera Platinum Edition,2.9L V6 Twin Turbo,"2,894",0,0,270.000,5.400,"102,000.000","102,000.000",4,450,450,Petrol,NA,NA
534,Porsche,Panamera E-Hybrid,2.9L V6 + Electric Motor,0,0,0,280.000,4.400,"115,000.000","115,000.000",4,700,700,Hybrid,Petrol,NA
535,Porsche,Panamera 4 E-Hybrid Sport Turismo,2.9L V6 + Electric Motor,0,0,0,280.000,4.400,"120,000.000","120,000.000",4,700,700,Hybrid,Petrol,NA
536,Porsche,Panamera Turbo S E-Hybrid,4.0L V8 + Electric Motor,0,0,0,315.000,3.200,"190,000.000","190,000.000",4,870,870,Hybrid,Petrol,NA
537,Porsche,Panamera 4 Executive,2.9L V6 Twin Turbo,"2,894",0,0,270.000,5.600,"95,000.000","95,000.000",4,450,450,Petrol,NA,NA
538,Porsche,Cayenne,3.0L V6 Turbo,"2,995",0,0,245.000,5.900,"80,000.000","80,000.000",5,450,450,Petrol,NA,NA
539,Porsche,Cayenne Coupe,3.0L V6 Turbo,"2,995",0,0,245.000,6.000,"85,000.000","85,000.000",5,450,450,Petrol,NA,NA
540,Porsche,Cayenne S,2.9L V6 Twin Turbo,"2,894",0,0,265.000,5.000,"95,000.000","95,000.000",5,550,550,Petrol,NA,NA
541,Porsche,Cayenne Turbo,4.0L V8 Twin Turbo,"3,996",0,0,286.000,4.000,"130,000.000","130,000.000",5,770,770,Petrol,NA,NA
542,Porsche,Cayenne GTS,4.0L V8 Twin Turbo,"3,996",0,0,270.000,4.500,"110,000.000","110,000.000",5,620,620,Petrol,NA,NA
543,Porsche,Cayenne Turbo S E-Hybrid,4.0L V8 + Electric Motor,0,0,0,295.000,3.600,"170,000.000","170,000.000",5,900,900,Hybrid,Petrol,NA
544,Porsche,Macan,2.0L I4 Turbo,"1,984",0,0,232.000,6.200,"60,000.000","60,000.000",5,400,400,Petrol,NA,NA
545,Porsche,Macan S,2.9L V6 Twin Turbo,"2,894",0,0,259.000,4.800,"75,000.000","75,000.000",5,520,520,Petrol,NA,NA
546,Porsche,Macan GTS,2.9L V6 Twin Turbo,"2,894",0,0,272.000,4.500,"85,000.000","85,000.000",5,550,550,Petrol,NA,NA
547,Porsche,Macan T,2.0L I4 Turbo,"1,984",0,0,232.000,6.200,"65,000.000","65,000.000",5,400,400,Petrol,NA,NA
548,Porsche,911 Carrera,3.0L Flat-6 Twin Turbo,"2,981",0,0,293.000,4.200,"110,000.000","110,000.000",4,450,450,Petrol,NA,NA
549,Porsche,911 Carrera S,3.0L Twin-Turbo Flat-6,"2,981",443,443,308.000,3.500,"131,300.000","131,300.000",4,528,528,Petrol,NA,NA
550,Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,"2,981",379,379,293.000,4.200,"106,500.000","106,500.000",4,450,450,Petrol,NA,NA
551,Porsche,911 Carrera 4S,3.0L Twin-Turbo Flat-6,"2,981",443,443,306.000,3.400,"113,300.000","113,300.000",4,528,528,Petrol,NA,NA
552,Porsche,911 Targa 4,3.0L Twin-Turbo Flat-6,"2,981",379,379,289.000,4.400,"121,300.000","121,300.000",4,450,450,Petrol,NA,NA
553,Porsche,911 Turbo,3.8L Twin-Turbo Flat-6,"3,745",572,572,320.000,2.700,"197,200.000","197,200.000",4,750,750,Petrol,NA,NA
554,Porsche,911 Turbo S,3.8L Twin-Turbo Flat-6,"3,745",640,640,330.000,2.600,"230,400.000","230,400.000",4,800,800,Petrol,NA,NA
555,Porsche,911 GT3,4.0L Naturally Aspirated Flat-6,"3,996",502,502,318.000,3.400,"161,100.000","161,100.000",2,469,469,Petrol,NA,NA
556,Porsche,911 GT3 RS,4.0L Naturally Aspirated Flat-6,"3,996",518,518,296.000,3.200,"241,300.000","241,300.000",2,465,465,Petrol,NA,NA
557,Porsche,911 Dakar,3.0L Twin-Turbo Flat-6,"2,981",473,473,240.000,3.400,"222,000.000","222,000.000",2,570,570,Petrol,NA,NA
558,Porsche,Taycan,Dual Electric Motors,0,402,402,230.000,5.400,"86,700.000","86,700.000",4,344,344,Electric,NA,NA
559,Porsche,Taycan 4S,Dual Electric Motors,0,522,522,250.000,4.000,"103,800.000","103,800.000",4,640,640,Electric,NA,NA
560,Porsche,Taycan Turbo,Dual Electric Motors,0,670,670,260.000,3.200,"150,900.000","150,900.000",4,850,850,Electric,NA,NA
561,Porsche,Taycan Turbo S,Dual Electric Motors,0,750,750,260.000,2.800,"185,000.000","185,000.000",4,"1,050","1,050",Electric,NA,NA
562,Porsche,Taycan GTS,Dual Electric Motors,0,590,590,250.000,3.500,"132,750.000","132,750.000",4,850,850,Electric,NA,NA
563,Porsche,Taycan Cross Turismo,Dual Electric Motors,0,469,469,220.000,4.800,"97,700.000","97,700.000",5,500,500,Electric,NA,NA
564,Porsche,Taycan Sport Turismo,Dual Electric Motors,0,509,509,240.000,4.100,"104,000.000","104,000.000",5,650,650,Electric,NA,NA
565,Porsche,718 Cayman,2.0L Turbocharged Flat-4,"1,988",300,300,275.000,4.900,"63,400.000","63,400.000",2,380,380,Petrol,NA,NA
566,Porsche,718 Cayman S,2.5L Turbocharged Flat-4,"2,497",350,350,285.000,4.400,"75,400.000","75,400.000",2,420,420,Petrol,NA,NA
567,Porsche,718 Cayman GT4,4.0L Naturally Aspirated Flat-6,"3,995",414,414,302.000,4.200,"100,200.000","100,200.000",2,420,420,Petrol,NA,NA
568,Porsche,718 Cayman GT4 RS,4.0L Naturally Aspirated Flat-6,"3,996",493,493,315.000,3.200,"141,700.000","141,700.000",2,450,450,Petrol,NA,NA
569,Porsche,718 Boxster,2.0L Turbo Flat-4,"1,988",300,300,275.000,4.900,"65,500.000","65,500.000",2,380,380,Petrol,NA,NA
570,Porsche,718 Boxster T,2.0L Turbo Flat-4,"1,988",300,300,275.000,4.700,"69,600.000","69,600.000",2,380,380,Petrol,NA,NA
571,Porsche,718 Boxster GTS,4.0L Naturally Aspirated Flat-6,"3,995",394,394,293.000,4.300,"90,300.000","90,300.000",2,430,430,Petrol,NA,NA
572,Porsche,718 Spyder,4.0L Naturally Aspirated Flat-6,"3,995",414,414,301.000,4.100,"98,300.000","98,300.000",2,420,420,Petrol,NA,NA
573,Porsche,Panamera Base,2.9L Twin-Turbo V6,"2,894",325,325,265.000,5.600,"92,300.000","92,300.000",4,450,450,Petrol,NA,NA
574,Porsche,Panamera 4 E-Hybrid,2.9L Twin-Turbo V6 + Electric Motor,"2,894",462,462,280.000,4.400,"113,300.000","113,300.000",4,700,700,Hybrid,NA,NA
575,Porsche,Panamera 4 Sport Turismo,2.9L Twin-Turbo V6,"2,894",325,325,265.000,5.500,"101,400.000","101,400.000",4,450,450,Petrol,NA,NA
576,Porsche,Panamera Turbo S E-Hybrid Sport Turismo,4.0L Twin-Turbo V8 + Electric Motor,"3,996",690,690,315.000,3.200,"200,200.000","200,200.000",4,870,870,Hybrid,NA,NA
577,Porsche,Panamera 4S E-Hybrid Executive,2.9L Twin-Turbo V6 + Electric Motor,"2,894",560,560,295.000,3.700,"128,900.000","128,900.000",4,750,750,Hybrid,NA,NA
578,Porsche,Panamera Platinum Edition,2.9L Twin-Turbo V6,"2,894",325,325,265.000,5.600,"98,300.000","98,300.000",4,450,450,Petrol,NA,NA
579,Porsche,Panamera GTS Sport Turismo,4.0L Twin-Turbo V8,"3,996",473,473,300.000,3.900,"136,900.000","136,900.000",4,620,620,Petrol,NA,NA
580,Porsche,Panamera Turbo Executive,4.0L Twin-Turbo V8,"3,996",550,550,306.000,3.800,"175,200.000","175,200.000",4,770,770,Petrol,NA,NA
581,Porsche,Panamera Turbo S Exclusive Series,4.0L Twin-Turbo V8,"3,996",570,570,310.000,3.800,"290,000.000","290,000.000",4,800,800,Petrol,NA,NA
582,Porsche,Panamera 4S ,2.9L Twin-Turbo V6,"2,894",443,443,289.000,4.100,"105,000.000","105,000.000",4,550,550,Petrol,NA,NA
583,Porsche,Macan Base,2.0L Turbo Inline-4,"1,984",265,265,232.000,6.400,"58,000.000","58,000.000",5,400,400,Petrol,NA,NA
584,Porsche,Macan T,2.0L Turbo Inline-4,"1,984",265,265,233.000,6.200,"63,000.000","63,000.000",5,400,400,Petrol,NA,NA
585,Porsche,Macan S,2.9L Twin-Turbo V6,"2,894",375,375,259.000,4.600,"70,400.000","70,400.000",5,520,520,Petrol,NA,NA
586,Porsche,Macan GTS,2.9L Twin-Turbo V6,"2,894",434,434,272.000,4.300,"82,900.000","82,900.000",5,550,550,Petrol,NA,NA
587,Porsche,Macan EV ,Dual Electric Motors,0,603,603,240.000,4.000,"85,000.000","85,000.000",5,750,750,Electric,NA,NA
588,Porsche,Cayenne Base,3.0L Turbocharged V6,"2,995",335,335,245.000,5.900,"72,200.000","72,200.000",5,450,450,Petrol,NA,NA
589,Porsche,Cayenne E-Hybrid,3.0L V6 + Electric Motor,"2,995",455,455,253.000,4.800,"91,000.000","91,000.000",5,700,700,Hybrid,NA,NA
590,Porsche,Cayenne S Coupe,2.9L Twin-Turbo V6,"2,894",434,434,263.000,4.700,"94,300.000","94,300.000",4,550,550,Petrol,NA,NA
591,Porsche,Cayenne Turbo GT,4.0L Twin-Turbo V8,"3,996",631,631,300.000,3.300,"182,150.000","182,150.000",4,850,850,Petrol,NA,NA
592,Porsche,Cayenne Platinum Edition,3.0L Turbocharged V6,"2,995",335,335,245.000,5.800,"79,000.000","79,000.000",5,450,450,Petrol,NA,NA
593,Porsche,Cayenne Turbo S E-Hybrid Coupe,4.0L Twin-Turbo V8 + Electric Motor,"3,996",670,670,295.000,3.600,"167,800.000","167,800.000",4,900,900,Hybrid,NA,NA
594,Porsche,Cayenne GTS Coupe,4.0L Twin-Turbo V8,"3,996",453,453,270.000,4.500,"111,200.000","111,200.000",4,620,620,Petrol,NA,NA
595,Porsche,Cayenne Diesel (Regional Markets),3.0L Turbo Diesel V6,"2,967",262,262,221.000,7.300,"69,000.000","69,000.000",5,580,580,Diesel,NA,NA
596,Porsche,Cayenne S Hybrid,3.0L V6 + Electric Motor,"2,995",380,380,242.000,6.500,"85,500.000","85,500.000",5,580,580,Hybrid,NA,NA
597,Porsche,Cayenne Coupe Turbo E-Hybrid,4.0L Twin-Turbo V8 + Electric Motor,"3,996",728,728,295.000,3.600,"182,900.000","182,900.000",4,950,950,Hybrid,NA,NA
598,Porsche,Taycan Base,Dual Electric Motors,0,321,321,230.000,5.400,"86,700.000","86,700.000",4,345,345,Electric,NA,NA
599,Cadillac,CT4,2.0L Turbo Inline-4 Gasoline,"2,000",237,237,250.000,6.000,"34,395.000","34,395.000",5,350,350,Petrol,NA,NA
600,Cadillac,CT4-V,2.7L Turbo Inline-4 Gasoline,"2,700",325,325,260.000,4.900,"46,595.000","46,595.000",5,500,500,Petrol,NA,NA
601,Cadillac,CT5,2.0L Turbo Inline-4 Gasoline,"2,000",237,237,240.000,6.600,"38,195.000","38,195.000",5,350,350,Petrol,NA,NA
602,Cadillac,CT5-V,3.0L Twin-Turbo V6 Gasoline,"3,000",360,360,250.000,4.600,"50,995.000","50,995.000",5,550,550,Petrol,NA,NA
603,Porsche,Taycan Cross Turismo 4,Dual Electric Motors,0,375,375,240.000,5.100,"94,800.000","94,800.000",4,500,500,Electric,NA,NA
604,Porsche,Taycan Cross Turismo GTS,Dual Electric Motors,0,590,590,250.000,3.800,"139,400.000","139,400.000",4,620,620,Electric,NA,NA
605,Porsche,Taycan Sport Turismo Base,Dual Electric Motors,0,375,375,230.000,5.400,"90,500.000","90,500.000",4,500,500,Electric,NA,NA
606,Porsche,Taycan Sport Turismo GTS,Dual Electric Motors,0,590,590,250.000,3.700,"136,700.000","136,700.000",4,620,620,Electric,NA,NA
607,Porsche,Taycan Turbo S Cross Turismo,Dual Electric Motors,0,750,750,260.000,2.900,"190,000.000","190,000.000",4,"1,050","1,050",Electric,NA,NA
608,Porsche,911 Carrera Base,3.0L Twin-Turbo Flat-6,"2,981",379,379,293.000,4.200,"106,100.000","106,100.000",4,450,450,Petrol,NA,NA
609,Porsche,911 Carrera S Cabriolet,3.0L Twin-Turbo Flat-6,"2,981",443,443,304.000,3.900,"129,900.000","129,900.000",4,530,530,Petrol,NA,NA
610,Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,"2,981",379,379,293.000,4.400,"113,300.000","113,300.000",4,450,450,Petrol,NA,NA
611,Porsche,911 Carrera 4 GTS,3.0L Twin-Turbo Flat-6,"2,981",473,473,311.000,3.300,"137,000.000","137,000.000",4,570,570,Petrol,NA,NA
612,Porsche,911 Targa 4 GTS,3.0L Twin-Turbo Flat-6,"2,981",473,473,307.000,3.500,"157,300.000","157,300.000",4,570,570,Petrol,NA,NA
613,Porsche,911 Turbo Cabriolet,3.8L Twin-Turbo Flat-6,"3,745",572,572,320.000,2.900,"184,100.000","184,100.000",4,750,750,Petrol,NA,NA
614,Porsche,911 Turbo S Coupe,3.8L Twin-Turbo Flat-6,"3,745",640,640,330.000,2.700,"207,000.000","207,000.000",4,800,800,Petrol,NA,NA
615,Porsche,911 GT3 Touring,4.0L Naturally Aspirated Flat-6,"3,996",502,502,318.000,3.900,"170,000.000","170,000.000",2,470,470,Petrol,NA,NA
616,Porsche,911 GT3 RS Clubsport,4.0L Naturally Aspirated Flat-6,"3,996",525,525,296.000,3.200,"223,800.000","223,800.000",2,465,465,Petrol,NA,NA
617,Porsche,911 Dakar Limited Edition,3.0L Twin-Turbo Flat-6,"2,981",473,473,240.000,3.400,"222,000.000","222,000.000",4,570,570,Petrol,NA,NA
618,Porsche,911 Carrera GTS Lightweight,3.0L Twin-Turbo Flat-6,"2,981",473,473,311.000,3.200,"145,300.000","145,300.000",4,570,570,Petrol,NA,NA
619,Porsche,911 Targa 4 Lightweight,3.0L Twin-Turbo Flat-6,"2,981",379,379,289.000,4.300,"135,500.000","135,500.000",4,450,450,Petrol,NA,NA
620,Porsche,911 Turbo Exclusive Series,3.8L Twin-Turbo Flat-6,"3,745",607,607,330.000,2.900,"258,000.000","258,000.000",4,750,750,Petrol,NA,NA
621,Porsche,911 GT2 RS,3.8L Twin-Turbo Flat-6,"3,745",700,700,340.000,2.800,"293,200.000","293,200.000",2,750,750,Petrol,NA,NA
622,Porsche,911 GT3 Cup,4.0L Naturally Aspirated Flat-6,"3,996",510,510,290.000,3.400,"245,000.000","245,000.000",1,470,470,Petrol,NA,NA
623,Porsche,911 GT4 RS,4.0L Naturally Aspirated Flat-6,"3,996",500,500,315.000,3.400,"222,000.000","222,000.000",2,450,450,Petrol,NA,NA
624,Porsche,911 RSR (Motorsport Edition),4.2L Naturally Aspirated Flat-6,"4,194",515,515,296.000,3.100,"750,000.000","750,000.000",1,480,480,Petrol,NA,NA
625,Porsche,911 Sport Turismo,3.0L Twin-Turbo Flat-6,"2,981",379,379,293.000,4.400,"116,000.000","116,000.000",4,450,450,Petrol,NA,NA
626,Porsche,911 Turbo Cabriolet Lightweight,3.8L Twin-Turbo Flat-6,"3,745",572,572,318.000,3.000,"191,300.000","191,300.000",4,750,750,Petrol,NA,NA
627,Porsche,911 Dakar Sport,3.0L Twin-Turbo Flat-6,"2,981",473,473,240.000,3.500,"233,000.000","233,000.000",4,570,570,Petrol,NA,NA
628,Tata motors,Tiago,1.2L Revotron 3-cylinder Petrol,"1,199",86,86,170.000,13.000,"8,200.000","8,200.000",5,113,113,Petrol,NA,NA
629,Tata motors,Tiago EV,Permanent Magnet Synchronous,0,74,74,120.000,5.700,"11,000.000","11,000.000",5,114,114,Electric,NA,NA
630,Tata motors,Altroz,1.2L Revotron Petrol / 1.5L Diesel,0,86,86,170.000,12.000,"10,400.000","10,400.000",5,113,200,Petrol,Diesel,NA
631,Tata motors,Altroz DCA,1.2L Revotron 3-cylinder Petrol,"1,199",86,86,170.000,12.500,"11,300.000","11,300.000",5,113,113,Petrol,NA,NA
