id,Brands,Model,Engines,Engine_capacity_in_cc,HorsePower_in_HP,HorsePower_in_HP_2,Max_speed_in_km/h,Time_to_100kmph_sec,Price_Min,Price_Max,Seats,Torque_in_Nm,Torque_in_Nm_2,Fuel_1,Fuel_2,Fuel_3
229,Maruti suzuki,DZIRE,"1.2L,4-CYLINDER,INLINE-4(I4)",1197,83,83,160.0,12.2,11400.0,11400.0,5,113,113,Petrol,Diesel,
230,Maruti suzuki,BREZZA,"1.5L,4-CYLINDER,INLINE(I4)",1462,103,103,180.0,11.5,14400.0,14400.0,5,200,200,Petrol,,
231,Toyota,PRIUS PRIME,"2.0L,4-CYLINDER,WITH HYBRID SYSTEM",1998,220,220,180.0,6.7,31100.0,31100.0,5,220,220,Plug-in,Hybrid,
232,Toyota,GR COROLLA,"1.6L,TURBOCHARGED INLINE-3",1618,300,300,230.0,5.0,36995.0,36995.0,5,370,370,Petrol,,
233,Toyota,LAND CRUISER 300,"3.3L,V6,TWIN TURBO DIESEL",3346,305,305,210.0,6.8,58500.0,58500.0,7,650,650,Petrol,Diesel,
234,Toyota,TUNDRA I-FORCE MAX,"3.5L,V6,HYBRID TWIN-TURBO",3445,437,437,180.0,6.2,56000.0,56000.0,5,750,750,Hybrid,,
235,Toyota,COROLLA HATCHBACK XSE,"2.0L,INLINE-4",1987,169,169,190.0,8.2,25390.0,25390.0,5,250,250,Petrol,,
236,Toyota,MIRAI,"HYDROGEN FUEL CELL,ELECTRIC MOTOR",0,152,152,180.0,9.0,49500.0,49500.0,5,335,335,Hydrogen,,
237,Toyota,HILUX GR SPORT,"2.8L,TURBO,DIESEL",2755,224,224,170.0,10.0,50000.0,50000.0,5,500,500,Petrol,Diesel,
238,Toyota,ALPHARD EXECUTIVE LOUNGE,"2.5L,INLINE-4,HYBRID,OR 3.5L,V6",0,296,296,180.0,8.5,60000.0,60000.0,7,400,400,Petrol,,
239,Toyota,FORTUNER GR SPORT,"2.8L,TURBO,DIESEL",2755,204,204,175.0,10.5,55000.0,55000.0,7,500,500,Diesel,Petrol,
240,Toyota,INNOVA HYCROSS,2.0L HYBRID,1987,184,184,165.0,9.5,40000.0,40000.0,7,250,250,Hybrid,,
241,Toyota,COASTER,"4.0L,DIESEL",4009,134,134,120.0,,70000.0,70000.0,20,500,500,Diesel,,
242,Toyota,URBAN CRUISER TAISOR,"1.5L,HYBRID",1490,114,114,170.0,11.0,25000.0,25000.0,5,130,130,Petrol,,
243,Toyota,AYGO X,"1.0L,INLINE-3",998,71,71,160.0,14.8,18000.0,18000.0,4,93,93,Petrol,,
244,Toyota,HILUX REVO ROCCO,"2.8L,TURBO,DIESEL",2755,204,204,175.0,10.0,50000.0,50000.0,5,500,500,Diesel,,
245,Toyota,PROACE VERSO ELECTRIC,ELECTRIC MOTOR,0,136,136,130.0,13.5,55000.0,55000.0,7,280,280,Electric,,
246,Toyota,CENTURY SUV,"3.5L,V6,PLUG IN HYBRID",3456,406,406,200.0,6.0,170000.0,170000.0,5,500,500,Petrol,,
247,Toyota,COROLLA SEDAN HYBRID,"1.8L,HYBRID",1798,134,134,180.0,10.0,24000.0,24000.0,5,300,300,Hybrid,,
248,Toyota,BZ3,ELECTRIC MOTOR,0,241,241,160.0,7.5,35000.0,35000.0,5,340,340,Electric,,
249,Toyota,GR YARIS,"1.6L,TURBOCHARGED INLINE-3",1618,268,268,230.0,5.5,45000.0,45000.0,4,390,390,Petrol,,
250,Hyundai,SANTA FE,1.6L PETROL + PLUG IN HYBRID SYSTEM,1600,253,253,180.0,9.3,50000.0,50000.0,7,420,420,Petrol,Hybrid,
251,Hyundai,IONIQ 5,ELECTRIC MOTOR,0,225,225,185.0,7.4,41000.0,41000.0,5,350,350,Electric,,
252,Hyundai,Santa Cruz,2.5L Turbocharged Inline-4,2500,281,281,215.0,6.5,40799.0,40799.0,5,400,400,Petrol,,
253,Hyundai,Kona,1.6L PETROL ,1591,147,147,185.0,10.0,20500.0,20500.0,5,400,400,Petrol,EV,
254,Hyundai,Elantra,2.0L Inline-4,2000,147,147,210.0,8.3,19950.0,19950.0,5,250,250,Petrol,Hybrid,
255,Nissan,Urvan,2.5L Turbo Diese,0,,,140.0,14.0,28000.0,28000.0,15,356,356,Diesel,,
256,Hyundai,IONIQ 6,Electric Motor,0,320,320,185.0,5.2,41450.0,41450.0,5,350,350,Electric,,
257,Hyundai,Tucson,2.5L Inline-4,2500,187,187,180.0,6.1,30500.0,30500.0,5,400,400,Petrol,Hybrid,
258,Hyundai,Palisade,3.8L V6,3800,291,291,240.0,6.3,52000.0,52000.0,7,355,355,Petrol,,
259,Hyundai,Sonata,2.5L Inline-4,2500,191,191,240.0,8.0,25000.0,25000.0,5,250,250,Petrol,Hybrid,
260,Hyundai,Accent,1.6L Inline-4,1600,120,120,180.0,9.8,15000.0,15000.0,5,151,151,Petrol,,
261,Hyundai,Venue,1.6L Inline-4,1600,121,121,180.0,9.5,18000.0,18000.0,5,240,240,Petrol,,
262,Hyundai,KONA Electric,Electric Motor,0,200,200,200.0,6.1,40000.0,40000.0,5,395,395,Electric,,
263,Hyundai,Veloster,2.0L Inline-4,2000,275,275,220.0,6.0,25000.0,25000.0,4,264,264,Petrol,,
264,Hyundai,NEXO,Electric Motor,0,161,161,180.0,7.8,38000.0,38000.0,5,400,400,Hydrogen,,
265,Hyundai,Ioniq,1.6L Inline-4,1600,139,139,160.0,8.5,18000.0,18000.0,5,295,295,Hybrid,Electric,
266,Hyundai,Genesis,3.8L V6,3800,291,291,240.0,6.3,52000.0,52000.0,5,400,400,Petrol,,
267,Hyundai,Azera,3.3L V6,3300,278,278,240.0,6.5,55000.0,55000.0,5,250,250,Petrol,,
268,Hyundai,Equus,3.3L V6,3300,278,278,240.0,6.5,55000.0,55000.0,5,400,400,Petrol,,
269,Hyundai,Tiburon,2.0L Inline-4,2000,160,160,200.0,8.2,19000.0,19000.0,4,320,320,Petrol,,
270,Hyundai,Elantra GT,1.6L Turbo GDI 4-cylinder,2000,160,160,200.0,8.3,22000.0,22000.0,5,320,320,Petrol,,
271,Volkswagen,Golf,1.5L Turbo I4 / Electric,0,110,320,210.0,8.5,23000.0,23000.0,5,250,250,Petrol,,
272,Volkswagen,Passat,2.0L Turbo I4,1984,150,280,210.0,7.8,25000.0,25000.0,5,250,250,Petrol,,
273,Volkswagen,Tiguan,2.0L Turbo I4,1984,150,230,209.0,8.5,28505.0,28505.0,7,300,300,Petrol,Hybrid,
274,Volkswagen,Jetta,1.5L Turbo I4,1498,150,228,210.0,7.7,21995.0,21995.0,5,250,250,Petrol,,
275,Volkswagen,Polo,1.0L Turbo I3 / 1.6L Diesel,0,80,200,190.0,9.5,18000.0,18000.0,5,175,175,Petrol,,
276,Volkswagen,Arteon,2.0L Turbo I4,1984,150,280,250.0,5.6,46000.0,46000.0,5,350,350,Petrol,,
277,Volkswagen,ID.4,Electric,0,201,302,160.0,7.8,39735.0,39735.0,5,310,310,Electric,,
278,Volkswagen,Up!,Electric,0,82,82,160.0,13.0,15000.0,15000.0,4,95,95,Petrol,,
279,Volkswagen,Touareg,3.0L V6 Turbo Diesel / 4.0L V8,0,231,500,235.0,5.9,55000.0,55000.0,5,600,600,Petrol,Diesel,
280,Volkswagen,Scirocco,2.0L Turbo I4,1984,125,280,233.0,6.0,35000.0,35000.0,4,350,350,Petrol,,
281,Volkswagen,Beetle,2.0L Turbo I4,1984,105,210,205.0,7.0,20000.0,20000.0,4,240,240,Petrol,,
282,Volkswagen,Amarok,3.0L V6 Turbo Diesel,2967,163,258,180.0,7.9,40000.0,40000.0,5,550,550,Diesel,,
283,Volkswagen,T-Roc,2.0L Turbo I4,1984,115,300,205.0,7.2,30000.0,30000.0,5,320,320,Petrol,,
284,Volkswagen,Sharan,2.0L Turbo I4,1984,150,220,200.0,9.3,33000.0,33000.0,7,280,280,Petrol,Diesel,
285,Volkswagen,Caddy,1.5L Turbo I4,1498,102,150,185.0,10.5,28000.0,28000.0,7,250,250,Petrol,Diesel,
286,Nissan,NV1500,4.0L V6,3954,261,261,160.0,9.5,33000.0,33000.0,12,385,385,Petrol,,
287,Volkswagen,Taigo,1.5L Turbo I4,1498,95,150,183.0,10.0,24000.0,24000.0,5,200,200,Petrol,,
288,Volkswagen,California,2.0L Turbo I4,1984,150,204,180.0,13.0,70000.0,70000.0,7,340,340,Diesel,,
289,Volkswagen,ID.3,Electric,0,204,204,160.0,7.3,35000.0,35000.0,5,310,310,Electric,,
290,Volkswagen,ID. Buzz,Electric,0,204,204,145.0,10.2,59995.0,59995.0,7,310,310,Electric,,
291,Volkswagen,Golf GTI,2.0L Turbo I4,1984,245,245,250.0,5.9,31965.0,31965.0,5,350,350,Petrol,,
292,Volkswagen,Golf R,2.0L Turbo I4,1984,315,315,250.0,4.6,44640.0,44640.0,5,420,420,Petrol,,
293,Volkswagen,Passat Alltrack,2.0L Turbo Diesel I4,1968,190,240,220.0,7.8,36000.0,36000.0,5,400,400,Diesel,,
294,Volkswagen,Polo GTI,2.0L Turbo I4,1984,204,204,238.0,6.7,28000.0,28000.0,5,320,320,Petrol,,
295,Volkswagen,Up! GTI,1.0L Turbo I3,999,115,115,196.0,8.8,20000.0,20000.0,4,200,200,Petrol,,
296,Volkswagen,T-Cross,1.0L Turbo I3 / 1.5L Turbo I4,0,95,150,200.0,10.2,25000.0,25000.0,5,250,250,Petrol,,
297,Volkswagen,ID.5,Electric,0,174,299,180.0,8.4,45000.0,45000.0,5,310,310,Electric,,
298,Volkswagen,ID. Buzz Cargo,Electric,0,204,204,145.0,10.2,55000.0,55000.0,3,310,310,Electric,,
299,Volkswagen,Touareg R,Plug-in Hybrid V6,2995,462,462,250.0,5.1,70000.0,70000.0,5,700,700,Hybrid,,
300,Volkswagen,Multivan,Plug-in Hybrid / Diesel I4,0,150,218,190.0,9.4,50000.0,50000.0,7,350,350,Petrol,Hybrid,
301,Volkswagen,Polo BlueMotion,1.2L Diesel I3,1199,75,95,190.0,10.5,22000.0,22000.0,5,250,250,Diesel,,
302,Volkswagen,Golf Sportsvan,1.5L Turbo I4,1498,130,150,210.0,8.9,30000.0,30000.0,5,250,250,Petrol,,
303,Volkswagen,Golf Alltrack,2.0L Turbo Diesel I4,1968,147,200,210.0,7.1,35000.0,35000.0,5,350,350,Petrol,,
304,Volkswagen,Scirocco R,2.0L Turbo I4,1984,280,280,250.0,5.5,40000.0,40000.0,4,350,350,Petrol,,
305,Volkswagen,Tiguan Allspace,2.0L Turbo I4,1984,184,230,215.0,7.6,35000.0,35000.0,7,320,320,Petrol,,
306,Volkswagen,Arteon 4MOTION,2.0L Turbo I4,1984,190,320,250.0,5.6,48000.0,48000.0,5,350,350,Petrol,,
307,Volkswagen,ID.4 GTX,Electric AWD,0,299,299,180.0,6.2,50000.0,50000.0,5,460,460,Electric,,
308,Volkswagen,ID.3 Pro,Electric,0,204,204,160.0,7.3,35000.0,35000.0,5,310,310,Electric,,
309,Volkswagen,Golf Variant,1.5L Turbo I4 / 2.0L Diesel I4,0,130,150,220.0,7.5,32000.0,32000.0,5,320,320,Petrol,,
310,Volkswagen,Crafter,2.0L Turbo Diesel I4,1968,102,177,160.0,13.0,40000.0,40000.0,3,410,410,Diesel,,
311,Volkswagen,Lupo,1.4L I3 Gas / 1.2L Diesel I3,0,60,75,170.0,14.3,15000.0,15000.0,4,120,120,Petrol,,
312,Volkswagen,Corrado,2.9L VR6,2861,190,190,235.0,6.4,25000.0,25000.0,4,245,245,Petrol,,
313,Volkswagen,Phaeton,3.0L V6 Diesel / 6.0L W12 Gas,0,240,450,250.0,6.1,85000.0,85000.0,5,560,560,Petrol,,
314,Volkswagen,Golf Cabriolet,1.2L I4 Turbo / 2.0L I4 Turbo,0,105,210,217.0,8.4,30000.0,30000.0,4,200,200,Petrol,,
315,Volkswagen,Santana,1.5L I4 Gas,1498,110,110,190.0,12.9,15000.0,15000.0,5,145,145,Petrol,,
316,Volkswagen,Polo Vivo,1.4L I4 Gas / 1.6L I4 Gas,0,85,105,170.0,10.8,14000.0,14000.0,5,132,132,Petrol,,
317,Volkswagen,Karmann Ghia,1.2L I4 Gas,1192,34,60,138.0,23.0,25000.0,25000.0,2,106,106,Petrol,,
318,Volkswagen,Fox,1.2L I4 Gas / 1.4L I4 Gas,0,55,75,148.0,17.5,12000.0,12000.0,5,93,93,Petrol,,
319,Volkswagen,Vento,1.6L I4 Gas / Diesel,1598,105,110,186.0,11.7,18000.0,18000.0,5,153,153,Petrol,,
320,Volkswagen,Golf Electric,Electric,0,136,136,140.0,10.4,33000.0,33000.0,5,290,290,Electric,,
321,Volkswagen,Bora,1.6L I4 Gas / 1.9L I4 Diesel,0,100,150,200.0,9.4,20000.0,20000.0,5,220,220,Petrol,,
322,Volkswagen,Teramont,2.0L I4 Turbo / 3.6L V6 Gas,0,235,276,190.0,8.6,32000.0,32000.0,7,350,350,Petrol,,
323,Volkswagen,Taos,1.5L I4 Turbo,1498,158,158,193.0,8.4,24000.0,24000.0,5,250,250,Petrol,,
324,Volkswagen,Up! Cabriolet,1.0L I3 Turbo,999,82,115,160.0,12.4,18000.0,18000.0,4,95,95,Petrol,,
325,Volkswagen,T-Roc Cabriolet,1.0L I3 Turbo / 1.5L I4 Turbo,0,115,150,205.0,9.6,35000.0,35000.0,4,250,250,Petrol,,
326,Volkswagen,Passat CC,2.0L I4 Turbo,1984,200,280,240.0,7.3,40000.0,40000.0,5,280,280,Petrol,,
327,Volkswagen,Transporter,2.0L I4 Turbo Diesel,1968,102,204,180.0,12.2,35000.0,35000.0,9,340,340,Diesel,,
328,Volkswagen,Amarok V6,3.0L V6 Turbo Diesel,2967,204,258,191.0,7.9,45000.0,45000.0,5,580,580,Diesel,,
329,Volkswagen,ID.2,Electric,0,170,170,160.0,8.0,25000.0,25000.0,5,220,220,Electric,,
330,Volkswagen,Polo TDI,1.4L I4 Diesel / 1.6L Diesel,0,75,105,190.0,9.9,20000.0,20000.0,5,250,250,Diesel,,
331,Volkswagen,Golf GTE,Plug-in Hybrid (1.4L I4 Turbo),1395,204,204,222.0,7.6,40000.0,40000.0,5,350,350,Hybrid,,
332,Volkswagen,Touareg V8,4.0L V8 Turbo Diesel,3956,421,421,250.0,4.9,70000.0,70000.0,5,770,770,Petrol,,
333,Volkswagen,Beetle Dune,1.4L I4 Turbo,1395,150,150,200.0,7.5,30000.0,30000.0,4,250,250,Petrol,,
334,Volkswagen,Passat B8,1.5L I4 Turbo / 2.0L Diesel,0,150,280,210.0,8.7,28000.0,28000.0,5,250,250,Petrol,,
335,Volkswagen,ID.4 Pro S,Electric,0,201,201,180.0,7.8,45000.0,45000.0,5,310,310,Electric,,
336,Volkswagen,Golf Cabriolet,1.2L I4 Turbo / 2.0L I4 Turbo,0,105,210,217.0,8.4,30000.0,30000.0,4,200,200,Petrol,,
337,Volkswagen,Golf Country,1.8L I4 Gas,1781,98,98,165.0,12.0,25000.0,25000.0,5,170,170,Petrol,,
338,Volkswagen,Jetta GLI,2.0L I4 Turbo,1984,228,228,250.0,6.5,31000.0,31000.0,5,350,350,Petrol,,
339,Volkswagen,Arteon Shooting Brake,2.0L I4 Turbo,1984,150,320,250.0,5.6,50000.0,50000.0,5,420,420,Petrol,,
340,Volkswagen,T-Cross R-Line,1.0L I3 Turbo / 1.5L I4 Turbo,0,115,150,200.0,8.5,27000.0,27000.0,5,250,250,Petrol,,
341,Volkswagen,Golf R32,3.2L VR6,3189,240,240,250.0,6.2,40000.0,40000.0,5,320,320,Petrol,,
342,Volkswagen,Passat B7,1.6L Diesel / 2.0L I4 Turbo,0,120,240,220.0,8.5,26000.0,26000.0,5,280,280,Petrol,,
343,Volkswagen,Scirocco 16V,1.8L I4 Gas,1781,137,137,220.0,7.1,35000.0,35000.0,4,230,230,Petrol,,
344,Volkswagen,Polo BlueMotion,1.2L Diesel I3,1199,75,95,190.0,10.5,20000.0,20000.0,5,210,210,Diesel,,
345,Volkswagen,Golf Variant GTD,2.0L Diesel I4,1968,184,184,230.0,7.5,38000.0,38000.0,5,380,380,Diesel,,
346,Volkswagen,Polo GTI R5,1.6L Turbocharged Rally Engine,1598,272,272,200.0,4.1,45000.0,45000.0,5,400,400,Petrol,,
347,Volkswagen,ID. Buzz Pro,Electric,0,204,204,145.0,10.2,60000.0,60000.0,7,310,310,Electric,,
348,Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,1395,170,170,210.0,8.6,28000.0,28000.0,5,250,250,Hybrid,,
349,Volkswagen,Golf Variant Alltrack,2.0L Diesel I4,1968,150,200,220.0,7.8,35000.0,35000.0,5,320,320,Petrol,,
350,Volkswagen,Volkswagen XL1,Plug-in Hybrid (0.8L I2 Diesel),800,68,68,160.0,11.9,150000.0,150000.0,2,140,140,Hybrid,,
351,Volkswagen,Golf TDI,2.0L Diesel I4,1968,150,184,220.0,8.0,28000.0,28000.0,5,350,350,Diesel,,
352,Volkswagen,Passat Variant,1.5L I4 Turbo / 2.0L Diesel,0,150,240,220.0,8.5,30000.0,30000.0,5,280,280,Petrol,,
353,Volkswagen,Polo GTI Clubsport,2.0L I4 Turbo,1984,300,300,240.0,6.7,30000.0,30000.0,5,320,320,Petrol,,
354,Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,1395,170,170,210.0,8.6,28000.0,28000.0,5,250,250,Hybrid,,
355,Volkswagen,ID.3 GTX,Electric,0,299,299,180.0,6.2,45000.0,45000.0,5,310,310,Electric,,
356,Volkswagen,Arteon R-Line,2.0L I4 Turbo,1984,190,280,250.0,5.6,50000.0,50000.0,5,420,420,Petrol,,
357,Volkswagen,Golf TGI,1.5L I4 CNG,1498,130,130,220.0,8.8,30000.0,30000.0,5,200,200,Petrol,,
358,Volkswagen,Scirocco GTS,2.0L I4 Turbo,1984,220,220,246.0,6.5,35000.0,35000.0,4,350,350,Petrol,,
359,Volkswagen,Caddy Maxi,2.0L Diesel I4,1968,122,150,180.0,12.0,25000.0,25000.0,7,250,250,Diesel,,
360,Volkswagen,Volkswagen Lupo 3L,1.2L Diesel I3,1199,61,61,165.0,14.5,20000.0,20000.0,4,140,140,Diesel,,
361,Volkswagen,Polo Beats,1.0L I3 Turbo,999,95,95,187.0,9.5,22000.0,22000.0,5,175,175,Petrol,,
362,Volkswagen,Passat Hybrid,1.4L I4 Turbo + Electric Motor,1395,215,215,210.0,7.4,32000.0,32000.0,5,330,330,Hybrid,,
363,Volkswagen,Golf TCR,2.0L I4 Turbo,1984,290,290,250.0,5.6,40000.0,40000.0,5,370,370,Petrol,,
364,Volkswagen,Tiguan R-Line,2.0L I4 Turbo,1984,190,230,250.0,4.9,45000.0,45000.0,5,420,420,Petrol,,
365,Volkswagen,Sharan Business,2.0L Diesel I4,1968,150,184,200.0,8.3,35000.0,35000.0,7,350,350,Diesel,,
366,Volkswagen,ID. Buzz Cargo Pro,Electric,0,204,204,145.0,10.2,55000.0,55000.0,2,310,310,Electric,,
367,Volkswagen,Arteon 280 TSI,2.0L I4 Turbo,1984,280,280,250.0,5.6,50000.0,50000.0,5,350,350,Petrol,,
368,Volkswagen,Jetta GLI 35th,2.0L I4 Turbo,1984,228,228,250.0,6.5,31000.0,31000.0,5,350,350,Petrol,,
369,Volkswagen,Beetle Final Edition,2.0L I4 Turbo,1984,174,174,205.0,7.0,25000.0,25000.0,4,250,250,Petrol,,
370,Volkswagen,Golf Variant TDI,2.0L Diesel I4,1968,150,184,220.0,7.8,30000.0,30000.0,5,350,350,Diesel,,
371,Volkswagen,Golf 4MOTION,2.0L Diesel I4,1968,150,184,250.0,4.9,40000.0,40000.0,5,400,400,Petrol,,
372,Volkswagen,Jetta SportWagen,1.4L I4 Turbo / 2.0L Diesel I4,0,147,150,200.0,8.5,27000.0,27000.0,5,250,250,Petrol,,
373,Volkswagen,Polo GTI Plus,2.0L I4 Turbo,1984,207,207,237.0,6.7,30000.0,30000.0,5,320,320,Petrol,,
374,Volkswagen,Touareg V6,3.0L V6 Turbo Diesel / Gasoline,2967,231,340,235.0,7.5,60000.0,60000.0,5,450,450,Petrol,,
375,Volkswagen,Tiguan eHybrid,1.4L I4 Turbo + Electric Motor,1395,245,245,200.0,7.5,42000.0,42000.0,5,400,400,Hybrid,,
376,Volkswagen,Up! e-up!,Electric,0,83,83,130.0,11.9,23000.0,23000.0,4,210,210,Electric,,
377,Volkswagen,Amarok V8,4.0L V8 Turbo Diesel,3996,310,340,210.0,7.4,70000.0,70000.0,5,580,580,Diesel,,
378,Volkswagen,Golf R Cabriolet,2.0L I4 Turbo,1984,265,265,250.0,5.9,45000.0,45000.0,4,380,380,Petrol,,
379,Volkswagen,Passat Alltrack TDI,2.0L Diesel I4,1968,190,190,220.0,8.0,40000.0,40000.0,5,400,400,Diesel,,
380,Volkswagen,ID. Buzz Cargo EV,Electric,0,204,204,145.0,10.2,55000.0,55000.0,2,310,310,Electric,,
381,Nissan,Versa,1.6L Inline-4,1598,,,180.0,10.4,16700.0,16700.0,5,154,154,Petrol,,
382,Nissan,Micra,1.0L Turbocharged Inline-3,999,,,175.0,10.8,15500.0,15500.0,5,160,160,Petrol,,
383,Nissan,Patrol Platinum,5.6L V8,5552,,,210.0,7.3,77000.0,77000.0,7,560,560,Petrol,,
384,Nissan,Qashqai,1.3L Turbocharged Inline-4,1332,,,195.0,8.9,26000.0,26000.0,5,260,260,Petrol,,
385,Nissan,Murano,3.5L V6,3498,,,210.0,7.5,39000.0,39000.0,5,325,325,Petrol,,
386,Nissan,Maxima Platinum,3.5L V6,3498,,,220.0,6.2,45000.0,45000.0,5,353,353,Petrol,,
387,Nissan,Armada,5.6L V8,5552,,,210.0,6.5,51000.0,51000.0,8,560,560,Petrol,,
388,Nissan,Kicks,1.6L Inline-4,1598,,,180.0,10.7,20000.0,20000.0,5,154,154,Petrol,,
389,Nissan,X-Trail,1.5L Turbocharged Inline-3,1498,,,200.0,8.0,29000.0,29000.0,5,305,305,Hybrid,,
390,Nissan,Z (Fairlady Z),3.0L Twin-Turbo V6,2997,,,250.0,4.5,40000.0,40000.0,2,475,475,Petrol,,
391,Nissan,Almera,1.0L Turbocharged Inline-3,999,,,185.0,10.7,14500.0,14500.0,5,160,160,Petrol,,
392,Nissan,Sylphy,1.8L Inline-4,1798,,,190.0,9.6,18000.0,18000.0,5,174,174,Petrol,,
393,Nissan,Note,1.2L Inline-3 Hybrid,1198,,,170.0,11.5,16000.0,16000.0,5,150,150,Hybrid,,
394,Nissan,Sunny,1.6L Inline-4,1598,,,180.0,11.0,15000.0,15000.0,5,156,156,Petrol,,
395,Nissan,Cube,1.8L Inline-4,1798,,,175.0,10.6,14500.0,14500.0,5,171,171,Petrol,,
396,Nissan,Juke,1.0L Turbocharged Inline-3,999,,,180.0,10.4,25000.0,25000.0,5,180,180,Petrol,,
397,Nissan,Terrano,1.5L Inline-4 Diesel,1461,,,168.0,13.5,15500.0,15500.0,5,248,248,Diesel,,
398,Nissan,Magnite,1.0L Turbocharged Inline-3,999,,,160.0,13.0,12000.0,12000.0,5,160,160,Petrol,,
399,Nissan,Xterra,4.0L V6,3954,,,200.0,7.8,35000.0,35000.0,7,381,381,Petrol,,
400,Nissan,Patrol,5.6L V8,5552,,,210.0,7.3,77000.0,77000.0,7,560,560,Petrol,,
401,Nissan,GT-R NISMO,3.8L Twin-Turbo V6,3799,,,330.0,2.9,220000.0,220000.0,2,652,652,Petrol,,
402,Nissan,370Z Roadster,3.7L V6,3696,,,250.0,5.5,41820.0,41820.0,2,366,366,Petrol,,
403,Nissan,Ariya ,Dual Electric Motors,0,,,200.0,5.1,58950.0,58950.0,5,600,600,Electric,,
404,Nissan,Patrol Royale,5.6L V8,5552,,,210.0,6.6,85000.0,85000.0,7,560,560,Petrol,,
405,Nissan,Infiniti QX80*,5.6L V8,5552,,,210.0,6.5,70600.0,70600.0,7,560,560,Petrol,,
406,Nissan,Tiida,1.6L Inline-4,1598,,,190.0,10.1,14500.0,14500.0,5,154,154,Petrol,,
407,Nissan,Pulsar,1.2L Turbocharged Inline-4,1197,,,190.0,10.7,19000.0,19000.0,5,190,190,Petrol,,
408,Nissan,Latio,1.5L Inline-4,1498,,,175.0,11.5,13000.0,13000.0,5,139,139,Petrol,,
409,Nissan,Bluebird Sylphy,2.0L Inline-4,1997,,,185.0,10.5,18500.0,18500.0,5,191,191,Petrol,,
410,Nissan,March,1.2L Inline-3,1198,,,170.0,13.7,12000.0,12000.0,5,106,106,Petrol,,
411,Nissan,Rogue Sport,2.0L Inline-4,1997,,,190.0,9.8,24960.0,24960.0,5,199,199,Petrol,,
412,Nissan,X-Trail Hybrid,2.0L Inline-4 Hybrid,1997,,,180.0,9.4,28500.0,28500.0,5,207,207,Hybrid,,
413,Nissan,Pathfinder Rock Creek,3.5L V6,3498,,,190.0,7.4,42820.0,42820.0,7,351,351,Petrol,,
414,Nissan,Armada Platinum,5.6L V8,5552,,,210.0,6.5,65300.0,65300.0,8,560,560,Petrol,,
415,Nissan,Terrano XL,1.6L Inline-4,1598,,,165.0,12.5,14000.0,14000.0,5,145,145,Petrol,,
416,Nissan,GT-R50 by Italdesign,3.8L Twin-Turbo V6,3799,,,315.0,2.5,1100000.0,1100000.0,2,780,780,Petrol,,
417,Nissan,370Z NISMO,3.7L V6,3696,,,250.0,5.2,45790.0,45790.0,2,374,374,Petrol,,
418,Nissan,Ariya E-4ORCE,Dual Electric Motors,0,,,200.0,5.1,60000.0,60000.0,5,600,600,Electric,,
419,Nissan,Patrol NISMO,5.6L V8,5552,,,210.0,6.5,105000.0,105000.0,7,560,560,Petrol,,
420,Nissan,Infiniti Q60*,3.0L V6 Twin-Turbo,2997,,,250.0,5.0,41750.0,41750.0,4,400,400,Petrol,,
421,Nissan,Primera,2.0L Inline-4,1998,,,200.0,9.6,20000.0,20000.0,5,190,190,Petrol,,
422,Nissan,Skyline,3.0L V6 Twin-Turbo,2997,,,250.0,5.0,50000.0,50000.0,5,475,475,Petrol,,
423,Nissan,Cedric,2.0L Inline-6,1998,,,190.0,10.5,22000.0,22000.0,5,190,190,Petrol,,
424,Nissan,Gloria,2.5L V6,2498,,,210.0,8.6,30000.0,30000.0,5,250,250,Petrol,,
425,Nissan,Stanza,1.8L Inline-4,1796,,,175.0,11.0,18500.0,18500.0,5,170,170,Petrol,,
426,Nissan,Patrol Super Safari,4.8L Inline-6,4750,,,190.0,8.2,55000.0,55000.0,7,451,451,Petrol,,
427,Nissan,Pathfinder Hybrid,2.5L Inline-4 Hybrid,2488,,,190.0,7.7,42500.0,42500.0,7,329,329,Hybrid,,
428,Nissan,X-Terra Pro-4X,2.5L Inline-4,2498,,,175.0,10.8,40000.0,40000.0,7,240,240,Petrol,,
429,Nissan,Rogue Platinum,1.5L Turbo Inline-3,1497,,,180.0,8.2,38000.0,38000.0,5,300,300,Petrol,,
430,Nissan,Qashqai Tekna,1.3L Turbo Hybrid Inline-4,1332,,,190.0,9.2,36000.0,36000.0,5,270,270,Hybrid,,
431,Nissan,GT-R V-Spec,3.8L Twin-Turbo V6,3799,,,330.0,2.8,175000.0,175000.0,2,652,652,Petrol,,
432,Nissan,Skyline NISMO,3.0L Twin-Turbo V6,2997,,,270.0,4.7,55000.0,55000.0,5,475,475,Petrol,,
433,Nissan,Ariya Lounge Edition,Dual Electric Motors,0,,,200.0,5.1,63000.0,63000.0,5,600,600,Electric,,
434,Nissan,Patrol Titanium,5.6L V8,5552,,,210.0,6.5,98000.0,98000.0,7,560,560,Petrol,,
435,Nissan,Infiniti FX50*,5.0L V8,5026,,,250.0,5.6,61750.0,61750.0,5,500,500,Petrol,,
436,Nissan,Avenir,2.0L Inline-4,1998,,,180.0,9.8,20000.0,20000.0,5,186,186,Petrol,,
